family,session,distance,horizon,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
PWL,2026-05-26,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-26,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-26,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-26,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-26,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-26,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-26,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-27,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-27,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-27,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-27,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-27,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-27,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-27,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-27,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-27,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-28,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-28,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-28,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-28,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-28,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-28,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-28,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-28,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-28,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-29,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-29,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-29,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-29,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-29,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-29,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-29,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-29,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-05-29,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-01,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-01,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-01,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-01,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-01,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-01,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-01,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-01,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-01,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-02,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-02,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-02,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-02,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-02,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-02,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-02,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-02,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-02,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-03,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-03,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-03,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-03,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-03,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-03,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-03,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-03,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-03,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-04,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-04,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-04,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-04,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-04,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-04,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-04,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-04,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-04,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-05,0.25,5,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.510000000000,0.030000000000,0.510000000000,0.030000000000,0,0.00,0,0,
PWL,2026-06-05,0.25,15,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.540000000000,0.680000000000,0.540000000000,0.680000000000,1,100.00,1,0,240
PWL,2026-06-05,0.25,30,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.540000000000,1.830000000000,0.540000000000,1.830000000000,1,100.00,1,0,240
PWL,2026-06-05,0.50,5,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.510000000000,0.030000000000,0.510000000000,0.030000000000,0,0.00,0,0,
PWL,2026-06-05,0.50,15,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.540000000000,0.680000000000,0.540000000000,0.680000000000,1,100.00,1,0,60
PWL,2026-06-05,0.50,30,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.540000000000,1.830000000000,0.540000000000,1.830000000000,1,100.00,1,0,60
PWL,2026-06-05,1.00,5,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.510000000000,0.030000000000,0.510000000000,0.030000000000,0,,0,0,
PWL,2026-06-05,1.00,15,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.540000000000,0.680000000000,0.540000000000,0.680000000000,0,,0,0,
PWL,2026-06-05,1.00,30,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.540000000000,1.830000000000,0.540000000000,1.830000000000,0,,0,0,
PWL,2026-06-08,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-08,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-08,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-08,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-08,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-08,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-08,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-08,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-08,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-09,0.25,5,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,0,0.555000000000,1.065000000000,0.645000000000,1.065000000000,0,,0,0,
PWL,2026-06-09,0.25,15,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,1,0.555000000000,1.945000000000,0.645000000000,1.945000000000,0,,0,0,
PWL,2026-06-09,0.25,30,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,1,0.555000000000,1.945000000000,0.645000000000,1.945000000000,0,,0,0,
PWL,2026-06-09,0.50,5,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,0,0.555000000000,1.065000000000,0.645000000000,1.065000000000,0,,0,0,
PWL,2026-06-09,0.50,15,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,1,0.555000000000,1.945000000000,0.645000000000,1.945000000000,0,,0,0,
PWL,2026-06-09,0.50,30,5,0,0,5,0,0,0.00,0.00,100.00,0.00,0.00,1,0.555000000000,1.945000000000,0.645000000000,1.945000000000,0,,0,0,
PWL,2026-06-09,1.00,5,5,0,3,1,1,0,0.00,60.00,20.00,20.00,0.00,0,0.555000000000,1.065000000000,0.645000000000,1.065000000000,0,,0,0,
PWL,2026-06-09,1.00,15,5,1,3,1,0,0,20.00,60.00,20.00,0.00,0.00,1,0.555000000000,1.945000000000,0.645000000000,1.945000000000,0,0.00,0,0,
PWL,2026-06-09,1.00,30,5,1,3,1,0,0,20.00,60.00,20.00,0.00,0.00,1,0.555000000000,1.945000000000,0.645000000000,1.945000000000,1,100.00,0,1,480
PWL,2026-06-10,0.25,5,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.377500000000,0.910000000000,0.742500000000,0.910000000000,0,,0,0,
PWL,2026-06-10,0.25,15,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.670000000000,2.359950000000,0.742500000000,2.359950000000,0,,0,0,
PWL,2026-06-10,0.25,30,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.670000000000,3.450000000000,0.742500000000,3.450000000000,0,,0,0,
PWL,2026-06-10,0.50,5,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.377500000000,0.910000000000,0.742500000000,0.910000000000,0,,0,0,
PWL,2026-06-10,0.50,15,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.670000000000,2.359950000000,0.742500000000,2.359950000000,0,,0,0,
PWL,2026-06-10,0.50,30,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.670000000000,3.450000000000,0.742500000000,3.450000000000,0,,0,0,
PWL,2026-06-10,1.00,5,2,0,1,0,1,0,0.00,50.00,0.00,50.00,0.00,0,0.377500000000,0.910000000000,0.742500000000,0.910000000000,0,,0,0,
PWL,2026-06-10,1.00,15,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.670000000000,2.359950000000,0.742500000000,2.359950000000,0,,0,0,
PWL,2026-06-10,1.00,30,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.670000000000,3.450000000000,0.742500000000,3.450000000000,0,,0,0,
PWL,2026-06-11,0.25,5,3,0,1,2,0,0,0.00,33.33,66.67,0.00,0.00,0,0.645000000000,0.785000000000,0.645000000000,0.785000000000,0,,0,0,
PWL,2026-06-11,0.25,15,3,0,1,2,0,0,0.00,33.33,66.67,0.00,0.00,0,1.725000000000,1.095000000000,1.725000000000,1.095000000000,0,,0,0,
PWL,2026-06-11,0.25,30,3,0,1,2,0,0,0.00,33.33,66.67,0.00,0.00,0,1.725000000000,1.095000000000,1.725000000000,1.095000000000,0,,0,0,
PWL,2026-06-11,0.50,5,3,0,2,1,0,0,0.00,66.67,33.33,0.00,0.00,0,0.645000000000,0.785000000000,0.645000000000,0.785000000000,0,,0,0,
PWL,2026-06-11,0.50,15,3,0,2,1,0,0,0.00,66.67,33.33,0.00,0.00,0,1.725000000000,1.095000000000,1.725000000000,1.095000000000,0,,0,0,
PWL,2026-06-11,0.50,30,3,0,2,1,0,0,0.00,66.67,33.33,0.00,0.00,0,1.725000000000,1.095000000000,1.725000000000,1.095000000000,0,,0,0,
PWL,2026-06-11,1.00,5,3,0,1,0,2,0,0.00,33.33,0.00,66.67,0.00,0,0.645000000000,0.785000000000,0.645000000000,0.785000000000,0,,0,0,
PWL,2026-06-11,1.00,15,3,1,2,0,0,0,33.33,66.67,0.00,0.00,0.00,0,1.725000000000,1.095000000000,1.725000000000,1.095000000000,0,0.00,0,0,
PWL,2026-06-11,1.00,30,3,1,2,0,0,0,33.33,66.67,0.00,0.00,0.00,0,1.725000000000,1.095000000000,1.725000000000,1.095000000000,0,0.00,0,0,
PWL,2026-06-12,0.25,5,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.825000000000,0.495000000000,1.135000000000,0.495000000000,0,,0,0,
PWL,2026-06-12,0.25,15,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.895000000000,0.495000000000,1.895000000000,0.495000000000,0,,0,0,
PWL,2026-06-12,0.25,30,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,5.015000000000,0.495000000000,5.015000000000,0.495000000000,0,,0,0,
PWL,2026-06-12,0.50,5,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.825000000000,0.495000000000,1.135000000000,0.495000000000,0,,0,0,
PWL,2026-06-12,0.50,15,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.895000000000,0.495000000000,1.895000000000,0.495000000000,0,,0,0,
PWL,2026-06-12,0.50,30,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,5.015000000000,0.495000000000,5.015000000000,0.495000000000,0,,0,0,
PWL,2026-06-12,1.00,5,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.825000000000,0.495000000000,1.135000000000,0.495000000000,0,,0,0,
PWL,2026-06-12,1.00,15,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.895000000000,0.495000000000,1.895000000000,0.495000000000,0,,0,0,
PWL,2026-06-12,1.00,30,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,5.015000000000,0.495000000000,5.015000000000,0.495000000000,0,,0,0,
PWL,2026-06-15,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-15,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-15,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-15,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-15,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-15,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-15,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-15,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-15,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-16,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-16,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-16,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-16,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-16,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-16,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-16,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-16,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-16,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-17,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-17,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-17,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-17,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-17,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-17,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-17,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-17,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-17,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-18,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-18,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-18,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-18,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-18,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-18,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-18,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-18,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-18,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-22,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-22,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-22,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-22,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-22,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-22,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-22,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-22,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-22,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-23,0.25,5,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.710000000000,0.410000000000,0.710000000000,0.410000000000,0,,0,0,
PWL,2026-06-23,0.25,15,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.440000000000,0.410000000000,1.440000000000,0.410000000000,0,,0,0,
PWL,2026-06-23,0.25,30,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,2.510000000000,0.410000000000,2.510000000000,0.410000000000,0,,0,0,
PWL,2026-06-23,0.50,5,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.710000000000,0.410000000000,0.710000000000,0.410000000000,0,,0,0,
PWL,2026-06-23,0.50,15,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.440000000000,0.410000000000,1.440000000000,0.410000000000,0,,0,0,
PWL,2026-06-23,0.50,30,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,2.510000000000,0.410000000000,2.510000000000,0.410000000000,0,,0,0,
PWL,2026-06-23,1.00,5,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.710000000000,0.410000000000,0.710000000000,0.410000000000,0,,0,0,
PWL,2026-06-23,1.00,15,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.440000000000,0.410000000000,1.440000000000,0.410000000000,0,0.00,0,0,
PWL,2026-06-23,1.00,30,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.510000000000,0.410000000000,2.510000000000,0.410000000000,0,0.00,0,0,
PWL,2026-06-24,0.25,5,2,0,1,1,0,0,0.00,50.00,50.00,0.00,0.00,0,0.165000000000,0.517500000000,0.285000000000,0.517500000000,0,,0,0,
PWL,2026-06-24,0.25,15,2,0,1,1,0,0,0.00,50.00,50.00,0.00,0.00,0,0.710000000000,0.987500000000,0.710000000000,0.987500000000,0,,0,0,
PWL,2026-06-24,0.25,30,2,0,1,1,0,0,0.00,50.00,50.00,0.00,0.00,0,0.790000000000,1.057500000000,0.790000000000,1.057500000000,0,,0,0,
PWL,2026-06-24,0.50,5,2,0,1,0,1,0,0.00,50.00,0.00,50.00,0.00,0,0.165000000000,0.517500000000,0.285000000000,0.517500000000,0,,0,0,
PWL,2026-06-24,0.50,15,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.710000000000,0.987500000000,0.710000000000,0.987500000000,0,,0,0,
PWL,2026-06-24,0.50,30,2,0,2,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.790000000000,1.057500000000,0.790000000000,1.057500000000,0,,0,0,
PWL,2026-06-24,1.00,5,2,0,0,0,2,0,0.00,0.00,0.00,100.00,0.00,0,0.165000000000,0.517500000000,0.285000000000,0.517500000000,0,,0,0,
PWL,2026-06-24,1.00,15,2,1,1,0,0,0,50.00,50.00,0.00,0.00,0.00,0,0.710000000000,0.987500000000,0.710000000000,0.987500000000,0,0.00,0,0,
PWL,2026-06-24,1.00,30,2,1,1,0,0,0,50.00,50.00,0.00,0.00,0.00,0,0.790000000000,1.057500000000,0.790000000000,1.057500000000,1,100.00,1,0,300
PWL,2026-06-25,0.25,5,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,2.360000000000,0,2.360000000000,0.150000000000,0,,0,0,
PWL,2026-06-25,0.25,15,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,5.179900000000,0,5.179900000000,0.150000000000,0,,0,0,
PWL,2026-06-25,0.25,30,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,9.620000000000,0,9.620000000000,0.150000000000,0,,0,0,
PWL,2026-06-25,0.50,5,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,2.360000000000,0,2.360000000000,0.150000000000,0,,0,0,
PWL,2026-06-25,0.50,15,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,5.179900000000,0,5.179900000000,0.150000000000,0,,0,0,
PWL,2026-06-25,0.50,30,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,9.620000000000,0,9.620000000000,0.150000000000,0,,0,0,
PWL,2026-06-25,1.00,5,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.360000000000,0,2.360000000000,0.150000000000,0,0.00,0,0,
PWL,2026-06-25,1.00,15,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,5.179900000000,0,5.179900000000,0.150000000000,0,0.00,0,0,
PWL,2026-06-25,1.00,30,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,9.620000000000,0,9.620000000000,0.150000000000,0,0.00,0,0,
PWL,2026-06-26,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-26,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-26,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-26,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-26,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-26,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-26,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-26,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-26,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-29,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-29,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-29,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-29,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-29,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-29,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-29,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-29,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-29,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-30,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-30,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-30,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-30,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-30,0.50,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-30,0.50,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-30,1.00,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-30,1.00,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-06-30,1.00,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-07-01,0.25,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-07-01,0.25,15,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-07-01,0.25,30,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2026-07-01,0.50,5,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
