event_id,session_date,direction,first_price,strong_price,entry_disadvantage,first_entry_timestamp,strong_entry_timestamp,delay_minutes,entry_comparison,first_mfe,strong_mfe,first_mae,strong_mae,first_eod_move,strong_eod_move,mfe_lost,mae_improvement,same_pair_excursions_available,first_minutes_to_reclaim,strong_minutes_to_reclaim,first_entry_status,strong_entry_status,first_signal_known_at,strong_signal_known_at,first_outcome.0.25/0.25,first_outcome.0.25/0.25.favorable_hit,first_outcome.0.25/0.25.adverse_hit,first_outcome.0.50/0.25,first_outcome.0.50/0.25.favorable_hit,first_outcome.0.50/0.25.adverse_hit,first_outcome.0.75/0.25,first_outcome.0.75/0.25.favorable_hit,first_outcome.0.75/0.25.adverse_hit,first_outcome.1.00/0.25,first_outcome.1.00/0.25.favorable_hit,first_outcome.1.00/0.25.adverse_hit,first_outcome.0.50/0.30,first_outcome.0.50/0.30.favorable_hit,first_outcome.0.50/0.30.adverse_hit,first_outcome.0.75/0.30,first_outcome.0.75/0.30.favorable_hit,first_outcome.0.75/0.30.adverse_hit,first_outcome.1.00/0.30,first_outcome.1.00/0.30.favorable_hit,first_outcome.1.00/0.30.adverse_hit,first_outcome.1.50/0.30,first_outcome.1.50/0.30.favorable_hit,first_outcome.1.50/0.30.adverse_hit,first_outcome.2.00/0.30,first_outcome.2.00/0.30.favorable_hit,first_outcome.2.00/0.30.adverse_hit,strong_outcome.0.25/0.25,strong_outcome.0.25/0.25.favorable_hit,strong_outcome.0.25/0.25.adverse_hit,strong_outcome.0.50/0.25,strong_outcome.0.50/0.25.favorable_hit,strong_outcome.0.50/0.25.adverse_hit,strong_outcome.0.75/0.25,strong_outcome.0.75/0.25.favorable_hit,strong_outcome.0.75/0.25.adverse_hit,strong_outcome.1.00/0.25,strong_outcome.1.00/0.25.favorable_hit,strong_outcome.1.00/0.25.adverse_hit,strong_outcome.0.50/0.30,strong_outcome.0.50/0.30.favorable_hit,strong_outcome.0.50/0.30.adverse_hit,strong_outcome.0.75/0.30,strong_outcome.0.75/0.30.favorable_hit,strong_outcome.0.75/0.30.adverse_hit,strong_outcome.1.00/0.30,strong_outcome.1.00/0.30.favorable_hit,strong_outcome.1.00/0.30.adverse_hit,strong_outcome.1.50/0.30,strong_outcome.1.50/0.30.favorable_hit,strong_outcome.1.50/0.30.adverse_hit,strong_outcome.2.00/0.30,strong_outcome.2.00/0.30.favorable_hit,strong_outcome.2.00/0.30.adverse_hit
SPY:2026-07-23:SHORT:2026-07-23T16:45:00+00:00:v1,2026-07-23,SHORT,738.020000000000,737.980000000000,0.040000000000,2026-07-23T16:50:00Z,2026-07-23T16:55:00Z,5,WORSE,2.300000000000,2.260000000000,1.180000000000,1.220000000000,-0.220000000000,-0.260000000000,0.040000000000,-0.040000000000,True,10,5,AVAILABLE,AVAILABLE,2026-07-23T16:50:00Z,2026-07-23T16:55:00Z,ADVERSE_FIRST,2026-07-23T16:53:00Z,2026-07-23T16:52:00Z,ADVERSE_FIRST,2026-07-23T17:36:00Z,2026-07-23T16:52:00Z,ADVERSE_FIRST,2026-07-23T17:41:00Z,2026-07-23T16:52:00Z,ADVERSE_FIRST,2026-07-23T18:01:00Z,2026-07-23T16:52:00Z,ADVERSE_FIRST,2026-07-23T17:36:00Z,2026-07-23T16:52:00Z,ADVERSE_FIRST,2026-07-23T17:41:00Z,2026-07-23T16:52:00Z,ADVERSE_FIRST,2026-07-23T18:01:00Z,2026-07-23T16:52:00Z,ADVERSE_FIRST,2026-07-23T19:10:00Z,2026-07-23T16:52:00Z,ADVERSE_FIRST,2026-07-23T19:46:00Z,2026-07-23T16:52:00Z,ADVERSE_FIRST,2026-07-23T17:35:00Z,2026-07-23T16:55:00Z,ADVERSE_FIRST,2026-07-23T17:36:00Z,2026-07-23T16:55:00Z,ADVERSE_FIRST,2026-07-23T17:57:00Z,2026-07-23T16:55:00Z,ADVERSE_FIRST,2026-07-23T18:01:00Z,2026-07-23T16:55:00Z,ADVERSE_FIRST,2026-07-23T17:36:00Z,2026-07-23T16:55:00Z,ADVERSE_FIRST,2026-07-23T17:57:00Z,2026-07-23T16:55:00Z,ADVERSE_FIRST,2026-07-23T18:01:00Z,2026-07-23T16:55:00Z,ADVERSE_FIRST,2026-07-23T19:11:00Z,2026-07-23T16:55:00Z,ADVERSE_FIRST,2026-07-23T19:46:00Z,2026-07-23T16:55:00Z
SPY:2026-07-23:SHORT:2026-07-23T17:31:00+00:00:v1,2026-07-23,SHORT,738.055000000000,737.620000000000,0.435000000000,2026-07-23T17:35:00Z,2026-07-23T17:40:00Z,5,WORSE,2.335000000000,1.900000000000,0.595000000000,1.030000000000,-0.185000000000,-0.620000000000,0.435000000000,-0.435000000000,True,,,AVAILABLE,AVAILABLE,2026-07-23T17:35:00Z,2026-07-23T17:40:00Z,FAVORABLE_FIRST,2026-07-23T17:35:00Z,2026-07-23T19:58:00Z,FAVORABLE_FIRST,2026-07-23T17:36:00Z,2026-07-23T19:58:00Z,FAVORABLE_FIRST,2026-07-23T17:40:00Z,2026-07-23T19:58:00Z,FAVORABLE_FIRST,2026-07-23T18:00:00Z,2026-07-23T19:58:00Z,FAVORABLE_FIRST,2026-07-23T17:36:00Z,2026-07-23T19:58:00Z,FAVORABLE_FIRST,2026-07-23T17:40:00Z,2026-07-23T19:58:00Z,FAVORABLE_FIRST,2026-07-23T18:00:00Z,2026-07-23T19:58:00Z,FAVORABLE_FIRST,2026-07-23T19:10:00Z,2026-07-23T19:58:00Z,FAVORABLE_FIRST,2026-07-23T19:46:00Z,2026-07-23T19:58:00Z,FAVORABLE_FIRST,2026-07-23T17:40:00Z,2026-07-23T17:45:00Z,ADVERSE_FIRST,2026-07-23T18:00:00Z,2026-07-23T17:45:00Z,ADVERSE_FIRST,2026-07-23T18:05:00Z,2026-07-23T17:45:00Z,ADVERSE_FIRST,2026-07-23T18:42:00Z,2026-07-23T17:45:00Z,ADVERSE_FIRST,2026-07-23T18:00:00Z,2026-07-23T17:45:00Z,ADVERSE_FIRST,2026-07-23T18:05:00Z,2026-07-23T17:45:00Z,ADVERSE_FIRST,2026-07-23T18:42:00Z,2026-07-23T17:45:00Z,ADVERSE_FIRST,2026-07-23T19:46:00Z,2026-07-23T17:45:00Z,ADVERSE_FIRST,,2026-07-23T17:45:00Z
SPY:2026-07-24:SHORT:2026-07-24T13:51:00+00:00:v1,2026-07-24,SHORT,737.830000000000,737.500000000000,0.330000000000,2026-07-24T13:55:00Z,2026-07-24T14:00:00Z,5,WORSE,0.540000000000,0.210000000000,5.890000000000,6.220000000000,-1.020000000000,-1.350000000000,0.330000000000,-0.330000000000,True,15,10,AVAILABLE,AVAILABLE,2026-07-24T13:55:00Z,2026-07-24T14:00:00Z,FAVORABLE_FIRST,2026-07-24T13:55:00Z,2026-07-24T13:58:00Z,ADVERSE_FIRST,2026-07-24T19:24:00Z,2026-07-24T13:58:00Z,ADVERSE_FIRST,,2026-07-24T13:58:00Z,ADVERSE_FIRST,,2026-07-24T13:58:00Z,ADVERSE_FIRST,2026-07-24T19:24:00Z,2026-07-24T13:58:00Z,ADVERSE_FIRST,,2026-07-24T13:58:00Z,ADVERSE_FIRST,,2026-07-24T13:58:00Z,ADVERSE_FIRST,,2026-07-24T13:58:00Z,ADVERSE_FIRST,,2026-07-24T13:58:00Z,ADVERSE_FIRST,,2026-07-24T14:00:00Z,ADVERSE_FIRST,,2026-07-24T14:00:00Z,ADVERSE_FIRST,,2026-07-24T14:00:00Z,ADVERSE_FIRST,,2026-07-24T14:00:00Z,ADVERSE_FIRST,,2026-07-24T14:00:00Z,ADVERSE_FIRST,,2026-07-24T14:00:00Z,ADVERSE_FIRST,,2026-07-24T14:00:00Z,ADVERSE_FIRST,,2026-07-24T14:00:00Z,ADVERSE_FIRST,,2026-07-24T14:00:00Z
SPY:2026-07-24:SHORT:2026-07-24T14:34:00+00:00:v1,2026-07-24,SHORT,738.335000000000,738.030000000000,0.305000000000,2026-07-24T14:35:00Z,2026-07-24T14:40:00Z,5,WORSE,1.045000000000,0.740000000000,5.385000000000,5.690000000000,-0.515000000000,-0.820000000000,0.305000000000,-0.305000000000,True,15,10,AVAILABLE,AVAILABLE,2026-07-24T14:35:00Z,2026-07-24T14:40:00Z,ADVERSE_FIRST,2026-07-24T14:39:00Z,2026-07-24T14:35:00Z,ADVERSE_FIRST,2026-07-24T14:45:00Z,2026-07-24T14:35:00Z,ADVERSE_FIRST,2026-07-24T14:45:00Z,2026-07-24T14:35:00Z,ADVERSE_FIRST,2026-07-24T19:24:00Z,2026-07-24T14:35:00Z,ADVERSE_FIRST,2026-07-24T14:45:00Z,2026-07-24T14:35:00Z,ADVERSE_FIRST,2026-07-24T14:45:00Z,2026-07-24T14:35:00Z,ADVERSE_FIRST,2026-07-24T19:24:00Z,2026-07-24T14:35:00Z,ADVERSE_FIRST,,2026-07-24T14:35:00Z,ADVERSE_FIRST,,2026-07-24T14:35:00Z,ADVERSE_FIRST,2026-07-24T14:45:00Z,2026-07-24T14:40:00Z,ADVERSE_FIRST,2026-07-24T14:45:00Z,2026-07-24T14:40:00Z,ADVERSE_FIRST,,2026-07-24T14:40:00Z,ADVERSE_FIRST,,2026-07-24T14:40:00Z,ADVERSE_FIRST,2026-07-24T14:45:00Z,2026-07-24T14:40:00Z,ADVERSE_FIRST,,2026-07-24T14:40:00Z,ADVERSE_FIRST,,2026-07-24T14:40:00Z,ADVERSE_FIRST,,2026-07-24T14:40:00Z,ADVERSE_FIRST,,2026-07-24T14:40:00Z
SPY:2026-07-24:LONG:2026-07-24T14:56:00+00:00:v1,2026-07-24,LONG,740.590000000000,740.230000000000,-0.360000000000,2026-07-24T15:00:00Z,2026-07-24T15:05:00Z,5,BETTER,3.130000000000,3.490000000000,3.300000000000,2.940000000000,-1.740000000000,-1.380000000000,-0.360000000000,0.360000000000,True,210,205,AVAILABLE,AVAILABLE,2026-07-24T15:00:00Z,2026-07-24T15:05:00Z,AMBIGUOUS_SAME_BAR,2026-07-24T15:00:00Z,2026-07-24T15:00:00Z,ADVERSE_FIRST,2026-07-24T15:11:00Z,2026-07-24T15:00:00Z,ADVERSE_FIRST,2026-07-24T15:11:00Z,2026-07-24T15:00:00Z,ADVERSE_FIRST,2026-07-24T15:11:00Z,2026-07-24T15:00:00Z,ADVERSE_FIRST,2026-07-24T15:11:00Z,2026-07-24T15:02:00Z,ADVERSE_FIRST,2026-07-24T15:11:00Z,2026-07-24T15:02:00Z,ADVERSE_FIRST,2026-07-24T15:11:00Z,2026-07-24T15:02:00Z,ADVERSE_FIRST,2026-07-24T15:14:00Z,2026-07-24T15:02:00Z,ADVERSE_FIRST,2026-07-24T15:15:00Z,2026-07-24T15:02:00Z,FAVORABLE_FIRST,2026-07-24T15:05:00Z,2026-07-24T15:07:00Z,ADVERSE_FIRST,2026-07-24T15:10:00Z,2026-07-24T15:07:00Z,ADVERSE_FIRST,2026-07-24T15:11:00Z,2026-07-24T15:07:00Z,ADVERSE_FIRST,2026-07-24T15:11:00Z,2026-07-24T15:07:00Z,ADVERSE_FIRST,2026-07-24T15:10:00Z,2026-07-24T15:07:00Z,ADVERSE_FIRST,2026-07-24T15:11:00Z,2026-07-24T15:07:00Z,ADVERSE_FIRST,2026-07-24T15:11:00Z,2026-07-24T15:07:00Z,ADVERSE_FIRST,2026-07-24T15:11:00Z,2026-07-24T15:07:00Z,ADVERSE_FIRST,2026-07-24T15:15:00Z,2026-07-24T15:07:00Z
SPY:2026-07-24:SHORT:2026-07-24T18:33:00+00:00:v1,2026-07-24,SHORT,738.190000000000,738.270000000000,-0.080000000000,2026-07-24T18:35:00Z,2026-07-24T18:40:00Z,5,BETTER,0.900000000000,0.980000000000,0.910000000000,0.830000000000,-0.660000000000,-0.580000000000,-0.080000000000,0.080000000000,True,80,75,AVAILABLE,AVAILABLE,2026-07-24T18:35:00Z,2026-07-24T18:40:00Z,FAVORABLE_FIRST,2026-07-24T18:35:00Z,2026-07-24T18:36:00Z,ADVERSE_FIRST,2026-07-24T18:42:00Z,2026-07-24T18:36:00Z,ADVERSE_FIRST,2026-07-24T19:16:00Z,2026-07-24T18:36:00Z,ADVERSE_FIRST,,2026-07-24T18:36:00Z,ADVERSE_FIRST,2026-07-24T18:42:00Z,2026-07-24T18:36:00Z,ADVERSE_FIRST,2026-07-24T19:16:00Z,2026-07-24T18:36:00Z,ADVERSE_FIRST,,2026-07-24T18:36:00Z,ADVERSE_FIRST,,2026-07-24T18:36:00Z,ADVERSE_FIRST,,2026-07-24T18:36:00Z,FAVORABLE_FIRST,2026-07-24T18:40:00Z,2026-07-24T18:46:00Z,FAVORABLE_FIRST,2026-07-24T18:41:00Z,2026-07-24T18:46:00Z,ADVERSE_FIRST,2026-07-24T19:10:00Z,2026-07-24T18:46:00Z,ADVERSE_FIRST,,2026-07-24T18:46:00Z,FAVORABLE_FIRST,2026-07-24T18:41:00Z,2026-07-24T18:46:00Z,ADVERSE_FIRST,2026-07-24T19:10:00Z,2026-07-24T18:46:00Z,ADVERSE_FIRST,,2026-07-24T18:46:00Z,ADVERSE_FIRST,,2026-07-24T18:46:00Z,ADVERSE_FIRST,,2026-07-24T18:46:00Z
SPY:2026-07-27:SHORT:2026-07-27T13:42:00+00:00:v1,2026-07-27,SHORT,743.480000000000,743.850000000000,-0.370000000000,2026-07-27T13:45:00Z,2026-07-27T13:50:00Z,5,BETTER,7.610000000000,7.980000000000,0.690000000000,0.320000000000,4.460000000000,4.830000000000,-0.370000000000,0.370000000000,True,,,AVAILABLE,AVAILABLE,2026-07-27T13:45:00Z,2026-07-27T13:50:00Z,ADVERSE_FIRST,2026-07-27T13:47:00Z,2026-07-27T13:45:00Z,ADVERSE_FIRST,2026-07-27T13:56:00Z,2026-07-27T13:45:00Z,ADVERSE_FIRST,2026-07-27T13:56:00Z,2026-07-27T13:45:00Z,ADVERSE_FIRST,2026-07-27T13:57:00Z,2026-07-27T13:45:00Z,ADVERSE_FIRST,2026-07-27T13:56:00Z,2026-07-27T13:45:00Z,ADVERSE_FIRST,2026-07-27T13:56:00Z,2026-07-27T13:45:00Z,ADVERSE_FIRST,2026-07-27T13:57:00Z,2026-07-27T13:45:00Z,ADVERSE_FIRST,2026-07-27T13:58:00Z,2026-07-27T13:45:00Z,ADVERSE_FIRST,2026-07-27T14:00:00Z,2026-07-27T13:45:00Z,ADVERSE_FIRST,2026-07-27T13:53:00Z,2026-07-27T13:52:00Z,ADVERSE_FIRST,2026-07-27T13:55:00Z,2026-07-27T13:52:00Z,ADVERSE_FIRST,2026-07-27T13:55:00Z,2026-07-27T13:52:00Z,ADVERSE_FIRST,2026-07-27T13:56:00Z,2026-07-27T13:52:00Z,ADVERSE_FIRST,2026-07-27T13:55:00Z,2026-07-27T13:52:00Z,ADVERSE_FIRST,2026-07-27T13:55:00Z,2026-07-27T13:52:00Z,ADVERSE_FIRST,2026-07-27T13:56:00Z,2026-07-27T13:52:00Z,ADVERSE_FIRST,2026-07-27T13:58:00Z,2026-07-27T13:52:00Z,ADVERSE_FIRST,2026-07-27T13:59:00Z,2026-07-27T13:52:00Z
SPY:2026-07-28:SHORT:2026-07-28T13:38:00+00:00:v1,2026-07-28,SHORT,737.790000000000,737.050000000000,0.740000000000,2026-07-28T13:40:00Z,2026-07-28T13:45:00Z,5,WORSE,1.810000000000,1.070000000000,5.000100000000,5.740100000000,-2.970000000000,-3.710000000000,0.740000000000,-0.740000000000,True,65,60,AVAILABLE,AVAILABLE,2026-07-28T13:40:00Z,2026-07-28T13:45:00Z,ADVERSE_FIRST,2026-07-28T13:42:00Z,2026-07-28T13:40:00Z,ADVERSE_FIRST,2026-07-28T13:42:00Z,2026-07-28T13:40:00Z,ADVERSE_FIRST,2026-07-28T13:43:00Z,2026-07-28T13:40:00Z,ADVERSE_FIRST,2026-07-28T13:43:00Z,2026-07-28T13:40:00Z,ADVERSE_FIRST,2026-07-28T13:42:00Z,2026-07-28T13:40:00Z,ADVERSE_FIRST,2026-07-28T13:43:00Z,2026-07-28T13:40:00Z,ADVERSE_FIRST,2026-07-28T13:43:00Z,2026-07-28T13:40:00Z,ADVERSE_FIRST,2026-07-28T13:46:00Z,2026-07-28T13:40:00Z,ADVERSE_FIRST,,2026-07-28T13:40:00Z,AMBIGUOUS_SAME_BAR,2026-07-28T13:45:00Z,2026-07-28T13:45:00Z,ADVERSE_FIRST,2026-07-28T13:46:00Z,2026-07-28T13:45:00Z,ADVERSE_FIRST,2026-07-28T13:46:00Z,2026-07-28T13:45:00Z,ADVERSE_FIRST,2026-07-28T13:47:00Z,2026-07-28T13:45:00Z,FAVORABLE_FIRST,2026-07-28T13:46:00Z,2026-07-28T13:49:00Z,FAVORABLE_FIRST,2026-07-28T13:46:00Z,2026-07-28T13:49:00Z,FAVORABLE_FIRST,2026-07-28T13:47:00Z,2026-07-28T13:49:00Z,ADVERSE_FIRST,,2026-07-28T13:49:00Z,ADVERSE_FIRST,,2026-07-28T13:49:00Z
SPY:2026-07-28:LONG:2026-07-28T15:15:00+00:00:v1,2026-07-28,LONG,740.570000000000,741.360000000000,0.790000000000,2026-07-28T15:20:00Z,2026-07-28T15:25:00Z,5,WORSE,2.220100000000,1.430100000000,0.150000000000,0.940000000000,0.190000000000,-0.600000000000,0.790000000000,-0.790000000000,True,,,AVAILABLE,AVAILABLE,2026-07-28T15:20:00Z,2026-07-28T15:25:00Z,FAVORABLE_FIRST,2026-07-28T15:20:00Z,,FAVORABLE_FIRST,2026-07-28T15:20:00Z,,FAVORABLE_FIRST,2026-07-28T15:24:00Z,,FAVORABLE_FIRST,2026-07-28T15:26:00Z,,FAVORABLE_FIRST,2026-07-28T15:20:00Z,,FAVORABLE_FIRST,2026-07-28T15:24:00Z,,FAVORABLE_FIRST,2026-07-28T15:26:00Z,,FAVORABLE_FIRST,2026-07-28T15:44:00Z,,FAVORABLE_FIRST,2026-07-28T16:53:00Z,,FAVORABLE_FIRST,2026-07-28T15:26:00Z,2026-07-28T15:28:00Z,FAVORABLE_FIRST,2026-07-28T15:26:00Z,2026-07-28T15:28:00Z,ADVERSE_FIRST,2026-07-28T15:45:00Z,2026-07-28T15:28:00Z,ADVERSE_FIRST,2026-07-28T15:48:00Z,2026-07-28T15:28:00Z,FAVORABLE_FIRST,2026-07-28T15:26:00Z,2026-07-28T15:29:00Z,ADVERSE_FIRST,2026-07-28T15:45:00Z,2026-07-28T15:29:00Z,ADVERSE_FIRST,2026-07-28T15:48:00Z,2026-07-28T15:29:00Z,ADVERSE_FIRST,,2026-07-28T15:29:00Z,ADVERSE_FIRST,,2026-07-28T15:29:00Z
SPY:2026-07-29:SHORT:2026-07-29T13:50:00+00:00:v1,2026-07-29,SHORT,737.780000000000,737.430000000000,0.350000000000,2026-07-29T13:55:00Z,2026-07-29T14:00:00Z,5,WORSE,8.680000000000,8.330000000000,4.900000000000,5.250000000000,8.270000000000,7.920000000000,0.350000000000,-0.350000000000,True,285,280,AVAILABLE,AVAILABLE,2026-07-29T13:55:00Z,2026-07-29T14:00:00Z,FAVORABLE_FIRST,2026-07-29T13:55:00Z,2026-07-29T14:02:00Z,FAVORABLE_FIRST,2026-07-29T13:55:00Z,2026-07-29T14:02:00Z,FAVORABLE_FIRST,2026-07-29T13:56:00Z,2026-07-29T14:02:00Z,FAVORABLE_FIRST,2026-07-29T13:57:00Z,2026-07-29T14:02:00Z,FAVORABLE_FIRST,2026-07-29T13:55:00Z,2026-07-29T14:02:00Z,FAVORABLE_FIRST,2026-07-29T13:56:00Z,2026-07-29T14:02:00Z,FAVORABLE_FIRST,2026-07-29T13:57:00Z,2026-07-29T14:02:00Z,ADVERSE_FIRST,2026-07-29T14:12:00Z,2026-07-29T14:02:00Z,ADVERSE_FIRST,2026-07-29T14:12:00Z,2026-07-29T14:02:00Z,ADVERSE_FIRST,2026-07-29T14:07:00Z,2026-07-29T14:00:00Z,ADVERSE_FIRST,2026-07-29T14:07:00Z,2026-07-29T14:00:00Z,ADVERSE_FIRST,2026-07-29T14:10:00Z,2026-07-29T14:00:00Z,ADVERSE_FIRST,2026-07-29T14:12:00Z,2026-07-29T14:00:00Z,ADVERSE_FIRST,2026-07-29T14:07:00Z,2026-07-29T14:00:00Z,ADVERSE_FIRST,2026-07-29T14:10:00Z,2026-07-29T14:00:00Z,ADVERSE_FIRST,2026-07-29T14:12:00Z,2026-07-29T14:00:00Z,ADVERSE_FIRST,2026-07-29T14:12:00Z,2026-07-29T14:00:00Z,ADVERSE_FIRST,2026-07-29T14:13:00Z,2026-07-29T14:00:00Z
SPY:2026-07-29:LONG:2026-07-29T18:43:00+00:00:v1,2026-07-29,LONG,740.720000000000,741.945000000000,1.225000000000,2026-07-29T18:45:00Z,2026-07-29T18:50:00Z,5,WORSE,1.960000000000,0.735000000000,11.620000000000,12.845000000000,-11.210000000000,-12.435000000000,1.225000000000,-1.225000000000,True,25,20,AVAILABLE,AVAILABLE,2026-07-29T18:45:00Z,2026-07-29T18:50:00Z,AMBIGUOUS_SAME_BAR,2026-07-29T18:45:00Z,2026-07-29T18:45:00Z,ADVERSE_FIRST,2026-07-29T18:46:00Z,2026-07-29T18:45:00Z,ADVERSE_FIRST,2026-07-29T18:47:00Z,2026-07-29T18:45:00Z,ADVERSE_FIRST,2026-07-29T18:47:00Z,2026-07-29T18:45:00Z,FAVORABLE_FIRST,2026-07-29T18:46:00Z,2026-07-29T19:04:00Z,FAVORABLE_FIRST,2026-07-29T18:47:00Z,2026-07-29T19:04:00Z,FAVORABLE_FIRST,2026-07-29T18:47:00Z,2026-07-29T19:04:00Z,FAVORABLE_FIRST,2026-07-29T18:53:00Z,2026-07-29T19:04:00Z,ADVERSE_FIRST,,2026-07-29T19:04:00Z,ADVERSE_FIRST,2026-07-29T18:53:00Z,2026-07-29T18:50:00Z,ADVERSE_FIRST,2026-07-29T18:53:00Z,2026-07-29T18:50:00Z,ADVERSE_FIRST,,2026-07-29T18:50:00Z,ADVERSE_FIRST,,2026-07-29T18:50:00Z,ADVERSE_FIRST,2026-07-29T18:53:00Z,2026-07-29T18:50:00Z,ADVERSE_FIRST,,2026-07-29T18:50:00Z,ADVERSE_FIRST,,2026-07-29T18:50:00Z,ADVERSE_FIRST,,2026-07-29T18:50:00Z,ADVERSE_FIRST,,2026-07-29T18:50:00Z
SPY:2026-07-29:SHORT:2026-07-29T19:15:00+00:00:v1,2026-07-29,SHORT,737.590000000000,735.370000000000,2.220000000000,2026-07-29T19:20:00Z,2026-07-29T19:25:00Z,5,WORSE,8.490000000000,6.270000000000,0.080000000000,0.370000000000,8.080000000000,5.860000000000,2.220000000000,-0.290000000000,True,,,AVAILABLE,AVAILABLE,2026-07-29T19:20:00Z,2026-07-29T19:25:00Z,FAVORABLE_FIRST,2026-07-29T19:20:00Z,,FAVORABLE_FIRST,2026-07-29T19:20:00Z,,FAVORABLE_FIRST,2026-07-29T19:20:00Z,,FAVORABLE_FIRST,2026-07-29T19:21:00Z,,FAVORABLE_FIRST,2026-07-29T19:20:00Z,,FAVORABLE_FIRST,2026-07-29T19:20:00Z,,FAVORABLE_FIRST,2026-07-29T19:21:00Z,,FAVORABLE_FIRST,2026-07-29T19:21:00Z,,FAVORABLE_FIRST,2026-07-29T19:22:00Z,,AMBIGUOUS_SAME_BAR,2026-07-29T19:25:00Z,2026-07-29T19:25:00Z,ADVERSE_FIRST,2026-07-29T19:26:00Z,2026-07-29T19:25:00Z,ADVERSE_FIRST,2026-07-29T19:26:00Z,2026-07-29T19:25:00Z,ADVERSE_FIRST,2026-07-29T19:26:00Z,2026-07-29T19:25:00Z,ADVERSE_FIRST,2026-07-29T19:26:00Z,2026-07-29T19:25:00Z,ADVERSE_FIRST,2026-07-29T19:26:00Z,2026-07-29T19:25:00Z,ADVERSE_FIRST,2026-07-29T19:26:00Z,2026-07-29T19:25:00Z,ADVERSE_FIRST,2026-07-29T19:33:00Z,2026-07-29T19:25:00Z,ADVERSE_FIRST,2026-07-29T19:33:00Z,2026-07-29T19:25:00Z
SPY:2026-07-30:LONG:2026-07-30T13:43:00+00:00:v1,2026-07-30,LONG,736.390000000000,737.390000000000,1.000000000000,2026-07-30T13:45:00Z,2026-07-30T13:50:00Z,5,WORSE,6.060000000000,5.060000000000,1.800000000000,2.800000000000,5.320000000000,4.320000000000,1.000000000000,-1.000000000000,True,70,65,AVAILABLE,AVAILABLE,2026-07-30T13:45:00Z,2026-07-30T13:50:00Z,FAVORABLE_FIRST,2026-07-30T13:45:00Z,2026-07-30T14:54:00Z,FAVORABLE_FIRST,2026-07-30T13:45:00Z,2026-07-30T14:54:00Z,FAVORABLE_FIRST,2026-07-30T13:46:00Z,2026-07-30T14:54:00Z,FAVORABLE_FIRST,2026-07-30T13:49:00Z,2026-07-30T14:54:00Z,FAVORABLE_FIRST,2026-07-30T13:45:00Z,2026-07-30T14:54:00Z,FAVORABLE_FIRST,2026-07-30T13:46:00Z,2026-07-30T14:54:00Z,FAVORABLE_FIRST,2026-07-30T13:49:00Z,2026-07-30T14:54:00Z,FAVORABLE_FIRST,2026-07-30T13:50:00Z,2026-07-30T14:54:00Z,FAVORABLE_FIRST,2026-07-30T13:59:00Z,2026-07-30T14:54:00Z,AMBIGUOUS_SAME_BAR,2026-07-30T13:50:00Z,2026-07-30T13:50:00Z,AMBIGUOUS_SAME_BAR,2026-07-30T13:50:00Z,2026-07-30T13:50:00Z,AMBIGUOUS_SAME_BAR,2026-07-30T13:50:00Z,2026-07-30T13:50:00Z,ADVERSE_FIRST,2026-07-30T13:59:00Z,2026-07-30T13:50:00Z,AMBIGUOUS_SAME_BAR,2026-07-30T13:50:00Z,2026-07-30T13:50:00Z,AMBIGUOUS_SAME_BAR,2026-07-30T13:50:00Z,2026-07-30T13:50:00Z,ADVERSE_FIRST,2026-07-30T13:59:00Z,2026-07-30T13:50:00Z,ADVERSE_FIRST,2026-07-30T14:01:00Z,2026-07-30T13:50:00Z,ADVERSE_FIRST,2026-07-30T17:00:00Z,2026-07-30T13:50:00Z
