event_id,session_date,direction,first_price,strong_price,raw_price_difference,entry_disadvantage,delay_minutes,entry_comparison,first_mfe,strong_mfe,first_mae,strong_mae,first_eod_move,strong_eod_move,mfe_lost,mae_improvement,same_pair_excursions_available,first_minutes_to_reclaim,strong_minutes_to_reclaim,first_timestamp,first_reclaim_timestamp,first_0.25_0.25_result,first_0.25_0.25_favorable_hit,first_0.25_0.25_adverse_hit,first_0.50_0.25_result,first_0.50_0.25_favorable_hit,first_0.50_0.25_adverse_hit,first_0.75_0.25_result,first_0.75_0.25_favorable_hit,first_0.75_0.25_adverse_hit,first_1.00_0.25_result,first_1.00_0.25_favorable_hit,first_1.00_0.25_adverse_hit,first_0.50_0.30_result,first_0.50_0.30_favorable_hit,first_0.50_0.30_adverse_hit,first_0.75_0.30_result,first_0.75_0.30_favorable_hit,first_0.75_0.30_adverse_hit,first_1.00_0.30_result,first_1.00_0.30_favorable_hit,first_1.00_0.30_adverse_hit,first_1.50_0.30_result,first_1.50_0.30_favorable_hit,first_1.50_0.30_adverse_hit,first_2.00_0.30_result,first_2.00_0.30_favorable_hit,first_2.00_0.30_adverse_hit,strong_timestamp,strong_reclaim_timestamp,strong_0.25_0.25_result,strong_0.25_0.25_favorable_hit,strong_0.25_0.25_adverse_hit,strong_0.50_0.25_result,strong_0.50_0.25_favorable_hit,strong_0.50_0.25_adverse_hit,strong_0.75_0.25_result,strong_0.75_0.25_favorable_hit,strong_0.75_0.25_adverse_hit,strong_1.00_0.25_result,strong_1.00_0.25_favorable_hit,strong_1.00_0.25_adverse_hit,strong_0.50_0.30_result,strong_0.50_0.30_favorable_hit,strong_0.50_0.30_adverse_hit,strong_0.75_0.30_result,strong_0.75_0.30_favorable_hit,strong_0.75_0.30_adverse_hit,strong_1.00_0.30_result,strong_1.00_0.30_favorable_hit,strong_1.00_0.30_adverse_hit,strong_1.50_0.30_result,strong_1.50_0.30_favorable_hit,strong_1.50_0.30_adverse_hit,strong_2.00_0.30_result,strong_2.00_0.30_favorable_hit,strong_2.00_0.30_adverse_hit
SPY:2026-08-13:LONG:2026-08-13T16:00:00+00:00:v1,2026-08-13,LONG,775.899900000000,775.965000000000,0.065100000000,0.065100000000,5,WORSE,2.530100000000,2.465000000000,0.299900000000,0.365000000000,1.900100000000,1.835000000000,0.065100000000,-0.065100000000,True,,,2026-08-13T16:05:00Z,,FAVORABLE_FIRST,2026-08-13T16:06:00Z,2026-08-13T16:16:00Z,ADVERSE_FIRST,2026-08-13T16:27:00Z,2026-08-13T16:16:00Z,ADVERSE_FIRST,2026-08-13T16:31:00Z,2026-08-13T16:16:00Z,ADVERSE_FIRST,2026-08-13T17:00:00Z,2026-08-13T16:16:00Z,FAVORABLE_FIRST,2026-08-13T16:27:00Z,,FAVORABLE_FIRST,2026-08-13T16:31:00Z,,FAVORABLE_FIRST,2026-08-13T17:00:00Z,,FAVORABLE_FIRST,2026-08-13T17:19:00Z,,FAVORABLE_FIRST,2026-08-13T18:54:00Z,,2026-08-13T16:10:00Z,,ADVERSE_FIRST,2026-08-13T16:25:00Z,2026-08-13T16:14:00Z,ADVERSE_FIRST,2026-08-13T16:27:00Z,2026-08-13T16:14:00Z,ADVERSE_FIRST,2026-08-13T16:51:00Z,2026-08-13T16:14:00Z,ADVERSE_FIRST,2026-08-13T17:01:00Z,2026-08-13T16:14:00Z,ADVERSE_FIRST,2026-08-13T16:27:00Z,2026-08-13T16:16:00Z,ADVERSE_FIRST,2026-08-13T16:51:00Z,2026-08-13T16:16:00Z,ADVERSE_FIRST,2026-08-13T17:01:00Z,2026-08-13T16:16:00Z,ADVERSE_FIRST,2026-08-13T17:20:00Z,2026-08-13T16:16:00Z,ADVERSE_FIRST,2026-08-13T19:06:00Z,2026-08-13T16:16:00Z
SPY:2026-08-14:SHORT:2026-08-14T14:18:00+00:00:v1,2026-08-14,SHORT,777.810100000000,777.530000000000,-0.280100000000,0.280100000000,5,WORSE,2.380000000000,2.099900000000,0.009900000000,0,1.510100000000,1.230000000000,0.280100000000,0.009900000000,True,,,2026-08-14T14:20:00Z,,FAVORABLE_FIRST,2026-08-14T14:21:00Z,,FAVORABLE_FIRST,2026-08-14T14:26:00Z,,FAVORABLE_FIRST,2026-08-14T14:30:00Z,,FAVORABLE_FIRST,2026-08-14T14:59:00Z,,FAVORABLE_FIRST,2026-08-14T14:26:00Z,,FAVORABLE_FIRST,2026-08-14T14:30:00Z,,FAVORABLE_FIRST,2026-08-14T14:59:00Z,,FAVORABLE_FIRST,2026-08-14T15:22:00Z,,FAVORABLE_FIRST,2026-08-14T15:51:00Z,,2026-08-14T14:25:00Z,,FAVORABLE_FIRST,2026-08-14T14:27:00Z,,FAVORABLE_FIRST,2026-08-14T14:30:00Z,,FAVORABLE_FIRST,2026-08-14T14:59:00Z,,FAVORABLE_FIRST,2026-08-14T15:14:00Z,,FAVORABLE_FIRST,2026-08-14T14:30:00Z,,FAVORABLE_FIRST,2026-08-14T14:59:00Z,,FAVORABLE_FIRST,2026-08-14T15:14:00Z,,FAVORABLE_FIRST,2026-08-14T15:24:00Z,,FAVORABLE_FIRST,2026-08-14T17:37:00Z,
SPY:2026-08-17:SHORT:2026-08-17T13:56:00+00:00:v1,2026-08-17,SHORT,775.290500000000,775.410000000000,0.119500000000,-0.119500000000,5,BETTER,2.780500000000,2.900000000000,0.569500000000,0.450000000000,2.610500000000,2.730000000000,-0.119500000000,0.119500000000,True,15,10,2026-08-17T14:00:00Z,2026-08-17T14:15:00Z,FAVORABLE_FIRST,2026-08-17T14:01:00Z,2026-08-17T14:02:00Z,ADVERSE_FIRST,2026-08-17T15:41:00Z,2026-08-17T14:02:00Z,ADVERSE_FIRST,2026-08-17T17:05:00Z,2026-08-17T14:02:00Z,ADVERSE_FIRST,2026-08-17T17:15:00Z,2026-08-17T14:02:00Z,ADVERSE_FIRST,2026-08-17T15:41:00Z,2026-08-17T14:02:00Z,ADVERSE_FIRST,2026-08-17T17:05:00Z,2026-08-17T14:02:00Z,ADVERSE_FIRST,2026-08-17T17:15:00Z,2026-08-17T14:02:00Z,ADVERSE_FIRST,2026-08-17T17:23:00Z,2026-08-17T14:02:00Z,ADVERSE_FIRST,2026-08-17T17:38:00Z,2026-08-17T14:02:00Z,2026-08-17T14:05:00Z,2026-08-17T14:15:00Z,FAVORABLE_FIRST,2026-08-17T14:08:00Z,2026-08-17T14:10:00Z,ADVERSE_FIRST,2026-08-17T14:54:00Z,2026-08-17T14:10:00Z,ADVERSE_FIRST,2026-08-17T16:54:00Z,2026-08-17T14:10:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T14:10:00Z,ADVERSE_FIRST,2026-08-17T14:54:00Z,2026-08-17T14:14:00Z,ADVERSE_FIRST,2026-08-17T16:54:00Z,2026-08-17T14:14:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T14:14:00Z,ADVERSE_FIRST,2026-08-17T17:23:00Z,2026-08-17T14:14:00Z,ADVERSE_FIRST,2026-08-17T17:35:00Z,2026-08-17T14:14:00Z
SPY:2026-08-17:SHORT:2026-08-17T14:15:00+00:00:v1,2026-08-17,SHORT,775.330000000000,775.250000000000,-0.080000000000,0.080000000000,5,WORSE,2.820000000000,2.740000000000,0.530000000000,0.610000000000,2.650000000000,2.570000000000,0.080000000000,-0.080000000000,True,15,10,2026-08-17T14:20:00Z,2026-08-17T14:35:00Z,FAVORABLE_FIRST,2026-08-17T14:22:00Z,2026-08-17T14:32:00Z,ADVERSE_FIRST,2026-08-17T15:41:00Z,2026-08-17T14:32:00Z,ADVERSE_FIRST,2026-08-17T17:00:00Z,2026-08-17T14:32:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T14:32:00Z,ADVERSE_FIRST,2026-08-17T15:41:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T17:00:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T17:23:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T17:36:00Z,2026-08-17T15:16:00Z,2026-08-17T14:25:00Z,2026-08-17T14:35:00Z,FAVORABLE_FIRST,2026-08-17T14:28:00Z,2026-08-17T14:30:00Z,ADVERSE_FIRST,2026-08-17T15:41:00Z,2026-08-17T14:30:00Z,ADVERSE_FIRST,2026-08-17T17:08:00Z,2026-08-17T14:30:00Z,ADVERSE_FIRST,2026-08-17T17:16:00Z,2026-08-17T14:30:00Z,ADVERSE_FIRST,2026-08-17T15:41:00Z,2026-08-17T14:31:00Z,ADVERSE_FIRST,2026-08-17T17:08:00Z,2026-08-17T14:31:00Z,ADVERSE_FIRST,2026-08-17T17:16:00Z,2026-08-17T14:31:00Z,ADVERSE_FIRST,2026-08-17T17:24:00Z,2026-08-17T14:31:00Z,ADVERSE_FIRST,2026-08-17T17:38:00Z,2026-08-17T14:31:00Z
SPY:2026-08-17:SHORT:2026-08-17T14:35:00+00:00:v1,2026-08-17,SHORT,775.060000000000,775.121200000000,0.061200000000,-0.061200000000,5,BETTER,2.550000000000,2.611200000000,0.800000000000,0.738800000000,2.380000000000,2.441200000000,-0.061200000000,0.061200000000,True,25,20,2026-08-17T14:40:00Z,2026-08-17T15:05:00Z,ADVERSE_FIRST,2026-08-17T15:41:00Z,2026-08-17T14:43:00Z,ADVERSE_FIRST,2026-08-17T17:00:00Z,2026-08-17T14:43:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T14:43:00Z,ADVERSE_FIRST,2026-08-17T17:22:00Z,2026-08-17T14:43:00Z,ADVERSE_FIRST,2026-08-17T17:00:00Z,2026-08-17T14:48:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T14:48:00Z,ADVERSE_FIRST,2026-08-17T17:22:00Z,2026-08-17T14:48:00Z,ADVERSE_FIRST,2026-08-17T17:26:00Z,2026-08-17T14:48:00Z,ADVERSE_FIRST,2026-08-17T19:30:00Z,2026-08-17T14:48:00Z,2026-08-17T14:45:00Z,2026-08-17T15:05:00Z,ADVERSE_FIRST,2026-08-17T15:40:00Z,2026-08-17T14:51:00Z,ADVERSE_FIRST,2026-08-17T16:58:00Z,2026-08-17T14:51:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T14:51:00Z,ADVERSE_FIRST,2026-08-17T17:17:00Z,2026-08-17T14:51:00Z,ADVERSE_FIRST,2026-08-17T16:58:00Z,2026-08-17T14:51:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T14:51:00Z,ADVERSE_FIRST,2026-08-17T17:17:00Z,2026-08-17T14:51:00Z,ADVERSE_FIRST,2026-08-17T17:25:00Z,2026-08-17T14:51:00Z,ADVERSE_FIRST,2026-08-17T17:40:00Z,2026-08-17T14:51:00Z
SPY:2026-08-17:SHORT:2026-08-17T15:05:00+00:00:v1,2026-08-17,SHORT,775.380000000000,775.330000000000,-0.050000000000,0.050000000000,5,WORSE,2.870000000000,2.820000000000,0.480000000000,0.530000000000,2.700000000000,2.650000000000,0.050000000000,-0.050000000000,True,10,5,2026-08-17T15:10:00Z,2026-08-17T15:20:00Z,ADVERSE_FIRST,2026-08-17T15:36:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T15:40:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T16:58:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T15:40:00Z,2026-08-17T15:19:00Z,ADVERSE_FIRST,2026-08-17T16:58:00Z,2026-08-17T15:19:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T15:19:00Z,ADVERSE_FIRST,2026-08-17T17:23:00Z,2026-08-17T15:19:00Z,ADVERSE_FIRST,2026-08-17T17:35:00Z,2026-08-17T15:19:00Z,2026-08-17T15:15:00Z,2026-08-17T15:20:00Z,ADVERSE_FIRST,2026-08-17T15:38:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T15:41:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T17:00:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T15:41:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T17:00:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T17:14:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T17:23:00Z,2026-08-17T15:16:00Z,ADVERSE_FIRST,2026-08-17T17:36:00Z,2026-08-17T15:16:00Z
SPY:2026-08-17:SHORT:2026-08-17T15:32:00+00:00:v1,2026-08-17,SHORT,775.221000000000,775.020000000000,-0.201000000000,0.201000000000,5,WORSE,2.711000000000,2.510000000000,0.389000000000,0.590000000000,2.541000000000,2.340000000000,0.201000000000,-0.201000000000,True,45,40,2026-08-17T15:35:00Z,2026-08-17T16:20:00Z,FAVORABLE_FIRST,2026-08-17T15:39:00Z,2026-08-17T16:15:00Z,FAVORABLE_FIRST,2026-08-17T15:41:00Z,2026-08-17T16:15:00Z,ADVERSE_FIRST,2026-08-17T17:11:00Z,2026-08-17T16:15:00Z,ADVERSE_FIRST,2026-08-17T17:17:00Z,2026-08-17T16:15:00Z,FAVORABLE_FIRST,2026-08-17T15:41:00Z,2026-08-17T16:16:00Z,ADVERSE_FIRST,2026-08-17T17:11:00Z,2026-08-17T16:16:00Z,ADVERSE_FIRST,2026-08-17T17:17:00Z,2026-08-17T16:16:00Z,ADVERSE_FIRST,2026-08-17T17:24:00Z,2026-08-17T16:16:00Z,ADVERSE_FIRST,2026-08-17T17:39:00Z,2026-08-17T16:16:00Z,2026-08-17T15:40:00Z,2026-08-17T16:20:00Z,FAVORABLE_FIRST,2026-08-17T15:41:00Z,2026-08-17T15:51:00Z,ADVERSE_FIRST,2026-08-17T17:05:00Z,2026-08-17T15:51:00Z,ADVERSE_FIRST,2026-08-17T17:15:00Z,2026-08-17T15:51:00Z,ADVERSE_FIRST,2026-08-17T17:22:00Z,2026-08-17T15:51:00Z,ADVERSE_FIRST,2026-08-17T17:05:00Z,2026-08-17T15:53:00Z,ADVERSE_FIRST,2026-08-17T17:15:00Z,2026-08-17T15:53:00Z,ADVERSE_FIRST,2026-08-17T17:22:00Z,2026-08-17T15:53:00Z,ADVERSE_FIRST,2026-08-17T17:27:00Z,2026-08-17T15:53:00Z,ADVERSE_FIRST,2026-08-17T19:30:00Z,2026-08-17T15:53:00Z
SPY:2026-08-17:SHORT:2026-08-17T16:20:00+00:00:v1,2026-08-17,SHORT,775.420000000000,775.290000000000,-0.130000000000,0.130000000000,5,WORSE,2.910000000000,2.780000000000,0,0.040000000000,2.740000000000,2.610000000000,0.130000000000,-0.040000000000,True,,,2026-08-17T16:25:00Z,,FAVORABLE_FIRST,2026-08-17T16:32:00Z,,FAVORABLE_FIRST,2026-08-17T16:45:00Z,,FAVORABLE_FIRST,2026-08-17T16:54:00Z,,FAVORABLE_FIRST,2026-08-17T17:14:00Z,,FAVORABLE_FIRST,2026-08-17T16:45:00Z,,FAVORABLE_FIRST,2026-08-17T16:54:00Z,,FAVORABLE_FIRST,2026-08-17T17:14:00Z,,FAVORABLE_FIRST,2026-08-17T17:23:00Z,,FAVORABLE_FIRST,2026-08-17T17:34:00Z,,2026-08-17T16:30:00Z,,FAVORABLE_FIRST,2026-08-17T16:41:00Z,,FAVORABLE_FIRST,2026-08-17T16:53:00Z,,FAVORABLE_FIRST,2026-08-17T17:05:00Z,,FAVORABLE_FIRST,2026-08-17T17:15:00Z,,FAVORABLE_FIRST,2026-08-17T16:53:00Z,,FAVORABLE_FIRST,2026-08-17T17:05:00Z,,FAVORABLE_FIRST,2026-08-17T17:15:00Z,,FAVORABLE_FIRST,2026-08-17T17:23:00Z,,FAVORABLE_FIRST,2026-08-17T17:38:00Z,
SPY:2026-08-18:SHORT:2026-08-18T15:09:00+00:00:v1,2026-08-18,SHORT,767.770000000000,767.720000000000,-0.050000000000,0.050000000000,5,WORSE,0.850000000000,0.800000000000,1.100000000000,1.150000000000,0.360000000000,0.310000000000,0.050000000000,-0.050000000000,True,35,30,2026-08-18T15:10:00Z,2026-08-18T15:45:00Z,FAVORABLE_FIRST,2026-08-18T15:19:00Z,2026-08-18T15:29:00Z,ADVERSE_FIRST,2026-08-18T19:54:00Z,2026-08-18T15:29:00Z,ADVERSE_FIRST,2026-08-18T19:59:00Z,2026-08-18T15:29:00Z,ADVERSE_FIRST,,2026-08-18T15:29:00Z,ADVERSE_FIRST,2026-08-18T19:54:00Z,2026-08-18T15:30:00Z,ADVERSE_FIRST,2026-08-18T19:59:00Z,2026-08-18T15:30:00Z,ADVERSE_FIRST,,2026-08-18T15:30:00Z,ADVERSE_FIRST,,2026-08-18T15:30:00Z,ADVERSE_FIRST,,2026-08-18T15:30:00Z,2026-08-18T15:15:00Z,2026-08-18T15:45:00Z,FAVORABLE_FIRST,2026-08-18T15:19:00Z,2026-08-18T15:29:00Z,ADVERSE_FIRST,2026-08-18T19:58:00Z,2026-08-18T15:29:00Z,ADVERSE_FIRST,2026-08-18T19:59:00Z,2026-08-18T15:29:00Z,ADVERSE_FIRST,,2026-08-18T15:29:00Z,ADVERSE_FIRST,2026-08-18T19:58:00Z,2026-08-18T15:29:00Z,ADVERSE_FIRST,2026-08-18T19:59:00Z,2026-08-18T15:29:00Z,ADVERSE_FIRST,,2026-08-18T15:29:00Z,ADVERSE_FIRST,,2026-08-18T15:29:00Z,ADVERSE_FIRST,,2026-08-18T15:29:00Z
SPY:2026-08-18:SHORT:2026-08-18T17:56:00+00:00:v1,2026-08-18,SHORT,767.620000000000,767.635000000000,0.015000000000,-0.015000000000,5,BETTER,0.700000000000,0.715000000000,0.945000000000,0.930000000000,0.210000000000,0.225000000000,-0.015000000000,0.015000000000,True,15,10,2026-08-18T18:00:00Z,2026-08-18T18:15:00Z,ADVERSE_FIRST,2026-08-18T19:54:00Z,2026-08-18T18:13:00Z,ADVERSE_FIRST,2026-08-18T19:58:00Z,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z,ADVERSE_FIRST,2026-08-18T19:58:00Z,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z,2026-08-18T18:05:00Z,2026-08-18T18:15:00Z,ADVERSE_FIRST,2026-08-18T19:54:00Z,2026-08-18T18:13:00Z,ADVERSE_FIRST,2026-08-18T19:58:00Z,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z,ADVERSE_FIRST,2026-08-18T19:58:00Z,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z,ADVERSE_FIRST,,2026-08-18T18:13:00Z
SPY:2026-08-18:SHORT:2026-08-18T18:52:00+00:00:v1,2026-08-18,SHORT,767.810000000000,767.700000000000,-0.110000000000,0.110000000000,5,WORSE,0.890000000000,0.780000000000,0.410000000000,0.520000000000,0.400000000000,0.290000000000,0.110000000000,-0.110000000000,True,30,25,2026-08-18T18:55:00Z,2026-08-18T19:25:00Z,FAVORABLE_FIRST,2026-08-18T19:14:00Z,2026-08-18T19:24:00Z,ADVERSE_FIRST,2026-08-18T19:54:00Z,2026-08-18T19:24:00Z,ADVERSE_FIRST,2026-08-18T19:59:00Z,2026-08-18T19:24:00Z,ADVERSE_FIRST,,2026-08-18T19:24:00Z,ADVERSE_FIRST,2026-08-18T19:54:00Z,2026-08-18T19:24:00Z,ADVERSE_FIRST,2026-08-18T19:59:00Z,2026-08-18T19:24:00Z,ADVERSE_FIRST,,2026-08-18T19:24:00Z,ADVERSE_FIRST,,2026-08-18T19:24:00Z,ADVERSE_FIRST,,2026-08-18T19:24:00Z,2026-08-18T19:00:00Z,2026-08-18T19:25:00Z,ADVERSE_FIRST,2026-08-18T19:54:00Z,2026-08-18T19:09:00Z,ADVERSE_FIRST,2026-08-18T19:58:00Z,2026-08-18T19:09:00Z,ADVERSE_FIRST,2026-08-18T19:59:00Z,2026-08-18T19:09:00Z,ADVERSE_FIRST,,2026-08-18T19:09:00Z,ADVERSE_FIRST,2026-08-18T19:58:00Z,2026-08-18T19:22:00Z,ADVERSE_FIRST,2026-08-18T19:59:00Z,2026-08-18T19:22:00Z,ADVERSE_FIRST,,2026-08-18T19:22:00Z,ADVERSE_FIRST,,2026-08-18T19:22:00Z,ADVERSE_FIRST,,2026-08-18T19:22:00Z
SPY:2026-08-18:SHORT:2026-08-18T19:40:00+00:00:v1,2026-08-18,SHORT,767.895000000000,767.890000000000,-0.005000000000,0.005000000000,5,UNCHANGED_WITHIN_ONE_CENT,0.975000000000,0.970000000000,0.055000000000,0,0.485000000000,0.480000000000,0.005000000000,0.055000000000,True,,,2026-08-18T19:45:00Z,,FAVORABLE_FIRST,2026-08-18T19:53:00Z,,FAVORABLE_FIRST,2026-08-18T19:54:00Z,,FAVORABLE_FIRST,2026-08-18T19:58:00Z,,NEITHER,,,FAVORABLE_FIRST,2026-08-18T19:54:00Z,,FAVORABLE_FIRST,2026-08-18T19:58:00Z,,NEITHER,,,NEITHER,,,NEITHER,,,2026-08-18T19:50:00Z,,FAVORABLE_FIRST,2026-08-18T19:53:00Z,,FAVORABLE_FIRST,2026-08-18T19:54:00Z,,FAVORABLE_FIRST,2026-08-18T19:58:00Z,,NEITHER,,,FAVORABLE_FIRST,2026-08-18T19:54:00Z,,FAVORABLE_FIRST,2026-08-18T19:58:00Z,,NEITHER,,,NEITHER,,,NEITHER,,
SPY:2026-08-19:SHORT:2026-08-19T13:47:00+00:00:v1,2026-08-19,SHORT,768.543700000000,769.675000000000,1.131300000000,-1.131300000000,5,BETTER,0.443700000000,1.475000000000,3.926300000000,2.795000000000,-0.516300000000,0.615000000000,-1.031300000000,1.131300000000,True,10,5,2026-08-19T13:50:00Z,2026-08-19T14:00:00Z,AMBIGUOUS_SAME_BAR,2026-08-19T13:51:00Z,2026-08-19T13:51:00Z,ADVERSE_FIRST,,2026-08-19T13:51:00Z,ADVERSE_FIRST,,2026-08-19T13:51:00Z,ADVERSE_FIRST,,2026-08-19T13:51:00Z,ADVERSE_FIRST,,2026-08-19T13:52:00Z,ADVERSE_FIRST,,2026-08-19T13:52:00Z,ADVERSE_FIRST,,2026-08-19T13:52:00Z,ADVERSE_FIRST,,2026-08-19T13:52:00Z,ADVERSE_FIRST,,2026-08-19T13:52:00Z,2026-08-19T13:55:00Z,2026-08-19T14:00:00Z,ADVERSE_FIRST,2026-08-19T14:10:00Z,2026-08-19T13:56:00Z,ADVERSE_FIRST,2026-08-19T14:11:00Z,2026-08-19T13:56:00Z,ADVERSE_FIRST,2026-08-19T14:14:00Z,2026-08-19T13:56:00Z,ADVERSE_FIRST,2026-08-19T19:47:00Z,2026-08-19T13:56:00Z,ADVERSE_FIRST,2026-08-19T14:11:00Z,2026-08-19T13:56:00Z,ADVERSE_FIRST,2026-08-19T14:14:00Z,2026-08-19T13:56:00Z,ADVERSE_FIRST,2026-08-19T19:47:00Z,2026-08-19T13:56:00Z,ADVERSE_FIRST,,2026-08-19T13:56:00Z,ADVERSE_FIRST,,2026-08-19T13:56:00Z
SPY:2026-08-19:SHORT:2026-08-19T14:00:00+00:00:v1,2026-08-19,SHORT,769.645000000000,769.786700000000,0.141700000000,-0.141700000000,5,BETTER,1.445000000000,1.586700000000,2.825000000000,2.683300000000,0.585000000000,0.726700000000,-0.141700000000,0.141700000000,True,25,20,2026-08-19T14:05:00Z,2026-08-19T14:30:00Z,ADVERSE_FIRST,2026-08-19T14:11:00Z,2026-08-19T14:06:00Z,ADVERSE_FIRST,2026-08-19T14:11:00Z,2026-08-19T14:06:00Z,ADVERSE_FIRST,2026-08-19T14:14:00Z,2026-08-19T14:06:00Z,ADVERSE_FIRST,2026-08-19T19:47:00Z,2026-08-19T14:06:00Z,ADVERSE_FIRST,2026-08-19T14:11:00Z,2026-08-19T14:10:00Z,ADVERSE_FIRST,2026-08-19T14:14:00Z,2026-08-19T14:10:00Z,ADVERSE_FIRST,2026-08-19T19:47:00Z,2026-08-19T14:10:00Z,ADVERSE_FIRST,,2026-08-19T14:10:00Z,ADVERSE_FIRST,,2026-08-19T14:10:00Z,2026-08-19T14:10:00Z,2026-08-19T14:30:00Z,FAVORABLE_FIRST,2026-08-19T14:11:00Z,2026-08-19T14:18:00Z,FAVORABLE_FIRST,2026-08-19T14:11:00Z,2026-08-19T14:18:00Z,FAVORABLE_FIRST,2026-08-19T14:12:00Z,2026-08-19T14:18:00Z,FAVORABLE_FIRST,2026-08-19T14:14:00Z,2026-08-19T14:18:00Z,FAVORABLE_FIRST,2026-08-19T14:11:00Z,2026-08-19T14:18:00Z,FAVORABLE_FIRST,2026-08-19T14:12:00Z,2026-08-19T14:18:00Z,FAVORABLE_FIRST,2026-08-19T14:14:00Z,2026-08-19T14:18:00Z,ADVERSE_FIRST,2026-08-19T19:55:00Z,2026-08-19T14:18:00Z,ADVERSE_FIRST,,2026-08-19T14:18:00Z
SPY:2026-08-19:LONG:2026-08-19T14:37:00+00:00:v1,2026-08-19,LONG,771.140000000000,771.059500000000,-0.080500000000,-0.080500000000,5,BETTER,1.330000000000,1.410500000000,2.940000000000,2.859500000000,-2.080000000000,-1.999500000000,-0.080500000000,0.080500000000,True,60,55,2026-08-19T14:40:00Z,2026-08-19T15:40:00Z,ADVERSE_FIRST,2026-08-19T14:53:00Z,2026-08-19T14:42:00Z,ADVERSE_FIRST,2026-08-19T14:56:00Z,2026-08-19T14:42:00Z,ADVERSE_FIRST,2026-08-19T14:58:00Z,2026-08-19T14:42:00Z,ADVERSE_FIRST,2026-08-19T14:59:00Z,2026-08-19T14:42:00Z,ADVERSE_FIRST,2026-08-19T14:56:00Z,2026-08-19T14:42:00Z,ADVERSE_FIRST,2026-08-19T14:58:00Z,2026-08-19T14:42:00Z,ADVERSE_FIRST,2026-08-19T14:59:00Z,2026-08-19T14:42:00Z,ADVERSE_FIRST,,2026-08-19T14:42:00Z,ADVERSE_FIRST,,2026-08-19T14:42:00Z,2026-08-19T14:45:00Z,2026-08-19T15:40:00Z,ADVERSE_FIRST,2026-08-19T14:53:00Z,2026-08-19T14:49:00Z,ADVERSE_FIRST,2026-08-19T14:54:00Z,2026-08-19T14:49:00Z,ADVERSE_FIRST,2026-08-19T14:57:00Z,2026-08-19T14:49:00Z,ADVERSE_FIRST,2026-08-19T14:58:00Z,2026-08-19T14:49:00Z,ADVERSE_FIRST,2026-08-19T14:54:00Z,2026-08-19T14:49:00Z,ADVERSE_FIRST,2026-08-19T14:57:00Z,2026-08-19T14:49:00Z,ADVERSE_FIRST,2026-08-19T14:58:00Z,2026-08-19T14:49:00Z,ADVERSE_FIRST,,2026-08-19T14:49:00Z,ADVERSE_FIRST,,2026-08-19T14:49:00Z
